actual,proposed
0.30000463128089905,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.15238399803638458,0.20000000298023224
0.15519747138023376,0.19711683690547943
0.11864502727985382,0.1998715102672577
0.026684356853365898,0.20000000298023224
0.0,0.1966192126274109
0.0,0.19592268764972687
0.0,0.19388461112976074
0.0,0.19113166630268097
0.0,0.18760712444782257
0.0,0.1837383210659027
0.0,0.1799996942281723
0.0,0.17646066844463348
0.0,0.20000000298023224
0.075090691447258,0.20000000298023224
0.1629919409751892,0.20000000298023224
0.2109055519104004,0.20000000298023224
0.2260282337665558,0.20000000298023224
0.17391927540302277,0.20000000298023224
0.07399089634418488,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19611762464046478
0.0,0.19070827960968018
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.004526791628450155,0.20000000298023224
0.036721475422382355,0.20000000298023224
0.05328323692083359,0.20000000298023224
0.030473140999674797,0.20000000298023224
0.006347143556922674,0.20000000298023224
0.0,0.20000000298023224
0.24158048629760742,0.20000000298023224
0.23641033470630646,0.20000000298023224
0.21546685695648193,0.20000000298023224
0.16702581942081451,0.20000000298023224
0.06416923552751541,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0964675024151802,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.11269049346446991,0.20000000298023224
0.07735525071620941,0.20000000298023224
0.021500252187252045,0.20000000298023224
0.17804427444934845,0.20000000298023224
0.13648511469364166,0.20000000298023224
0.0648445338010788,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19968129694461823
0.0,0.19795966148376465
0.0,0.19636647403240204
0.0,0.19486236572265625
0.0,0.19347821176052094
0.0,0.19219931960105896
0.0,0.19127583503723145
0.0,0.19012683629989624
0.0,0.1891631931066513
0.0,0.1882372796535492
0.0,0.18746022880077362
0.0,0.18671655654907227
0.0,0.18592455983161926
0.0,0.18533509969711304
0.040277235209941864,0.1850796639919281
0.053143613040447235,0.18492212891578674
0.0523567870259285,0.18474796414375305
0.03893176466226578,0.18464386463165283
0.006718310993164778,0.1843094378709793
0.0,0.18362006545066833
0.0,0.18276384472846985
0.0,0.1815348118543625
0.0,0.18008573353290558
0.0,0.17837382853031158
0.0,0.17656363546848297
0.0,0.17496521770954132
0.0,0.17313829064369202
0.0,0.17132501304149628
0.0,0.1695704609155655
0.0,0.16775421798229218
0.0,0.16609086096286774
0.0,0.16449721157550812
0.0,0.16311706602573395
0.0,0.16194716095924377
0.0,0.16083663702011108
0.0,0.15999534726142883
0.0,0.15969637036323547
0.08735580742359161,0.1598401963710785
0.12319118529558182,0.16033777594566345
0.1328723132610321,0.16100774705410004
0.1179099753499031,0.16164492070674896
0.06720569729804993,0.16204848885536194
0.0,0.16188722848892212
0.0,0.1612016260623932
0.0,0.15989352762699127
0.0,0.15824326872825623
